"Time","GameTime","Period","Points","Line"
"08:42:23",NA,NA,NA,NA
"09:50:25",NA,NA,NA,"205.5"
"10:36:49",NA,NA,NA,"210.5"
"11:28:20",NA,NA,NA,"214.5"
"11:36:28","1:04 OT","",NA,"NA"
