"Entry","Time"
"Apply stake to all singles","13:50:44"
"$","13:50:44"
"-286 9-268","13:50:44"
"New Zealand v Australia","13:50:44"
"Markets (6)","13:50:44"
"Betting temporarily suspended - Markets are being updated","13:50:44"
"Upcoming17:05","13:50:44"
"M Minella v J Cepelova","13:50:44"
"Markets (30)","13:50:44"
"M Minella 2.49","13:50:44"
"M Minella","13:50:44"
"2.49","13:50:44"
"J Cepelova 1.49","13:50:44"
"J Cepelova","13:50:44"
"1.49","13:50:44"
"Betting temporarily suspended - Markets are being updated","13:50:44"
"Upcoming17:05","13:50:44"
"Y Lee v S Rogers","13:50:44"
"Markets (29)","13:50:44"
"Y Lee 5.90","13:50:44"
