"Entry","Time"
"Apply stake to all singles","13:50:23"
"$","13:50:23"
"-286 9-268","13:50:23"
"New Zealand v Australia","13:50:23"
"Markets (6)","13:50:23"
"New Zealand 1.90","13:50:23"
"New Zealand","13:50:23"
"1.90","13:50:23"
"Australia 1.90","13:50:23"
"Australia","13:50:23"
"1.90","13:50:23"
"Betting temporarily suspended - Markets are being updated","13:50:23"
"Upcoming17:05","13:50:23"
"M Minella v J Cepelova","13:50:23"
"Markets (30)","13:50:23"
"M Minella 2.49","13:50:23"
"M Minella","13:50:23"
"2.49","13:50:23"
"J Cepelova 1.49","13:50:23"
"J Cepelova","13:50:23"
